fact_table_natural_key,accm_txn_complete_time
R22339,2022-05-15 21:00:11
R81479,2022-05-15 19:58:44
R87086,2022-05-14 16:27:26
R82540,2022-05-15 07:42:17
R12782,2022-05-15 22:15:20
R44543,2022-05-15 02:47:49
R79830,2022-05-15 17:16:53
R24877,2022-05-15 22:48:58
R89815,2022-05-15 16:08:18
R75116,2022-05-15 02:19:44
R45511,2022-05-14 07:30:19
R49397,2022-05-15 07:50:39
R32520,2022-05-15 04:31:07
R22073,2022-05-15 04:06:23
R41533,2022-05-15 13:59:17
R77059,2022-05-15 18:33:38
R89904,2022-05-14 01:33:30
R46292,2022-05-14 19:33:07
R60163,2022-05-14 04:32:23
R46552,2022-05-15 21:35:50
R70309,2022-05-15 19:44:55
R42080,2022-05-15 03:21:31
R23501,2022-05-14 18:06:24
R57750,2022-05-14 02:36:25
R88011,2022-05-14 04:36:03
R59610,2022-05-14 00:43:01
R55236,2022-05-15 01:29:37
R13731,2022-05-14 13:49:10
R81907,2022-05-15 22:28:26
R40779,2022-05-14 02:11:49
R11079,2022-05-14 13:46:00
R89359,2022-05-15 02:41:25
R45406,2022-05-14 23:58:15
R81386,2022-05-15 04:25:37
R12077,2022-05-15 16:12:07
R62766,2022-05-14 15:29:54
R31453,2022-05-14 04:08:39
R40000,2022-05-14 03:10:05
R71535,2022-05-15 03:26:18
R27739,2022-05-15 21:30:58
R15153,2022-05-15 22:56:51
R75457,2022-05-14 22:15:40
R75065,2022-05-14 02:14:37
R58032,2022-05-15 16:19:31
R62230,2022-05-15 16:28:23
R56209,2022-05-15 09:10:37
R39373,2022-05-15 02:40:39
R89391,2022-05-14 07:39:32
R19059,2022-05-14 23:33:39
R57405,2022-05-14 08:04:41
R33072,2022-05-14 13:10:50
R17864,2022-05-14 00:05:15
R67746,2022-05-14 06:02:18
R16903,2022-05-14 11:10:51
R89172,2022-05-15 21:33:18
R51740,2022-05-14 22:43:59
R31464,2022-05-14 12:28:16
R68906,2022-05-15 14:51:20
R84862,2022-05-14 10:48:38
R15527,2022-05-15 10:29:53
R27818,2022-05-14 04:03:36
R36616,2022-05-15 11:10:38
R89482,2022-05-15 06:46:11
R49906,2022-05-14 13:28:15
R65253,2022-05-14 08:35:54
R14331,2022-05-15 16:33:29
R67139,2022-05-15 18:51:39
R17797,2022-05-14 15:51:16
R43836,2022-05-14 19:45:00
R79824,2022-05-15 05:33:47
R28336,2022-05-15 04:02:28
R72490,2022-05-15 03:38:45
R58008,2022-05-15 14:53:30
R68956,2022-05-15 03:02:37
R80427,2022-05-15 12:50:26
R10125,2022-05-14 06:36:40
R22916,2022-05-14 06:00:22
R31179,2022-05-15 06:07:47
R69733,2022-05-15 06:11:45
R25158,2022-05-14 00:40:46
R25336,2022-05-15 00:37:59
R44092,2022-05-15 20:40:41
R37864,2022-05-15 04:12:00
R65604,2022-05-15 03:37:30
R10133,2022-05-14 07:54:03
R32668,2022-05-15 08:24:18
R37405,2022-05-14 00:26:22
R17309,2022-05-15 06:32:14
R63362,2022-05-15 00:59:06
R10550,2022-05-14 17:43:45
R19236,2022-05-15 18:34:13
R46398,2022-05-15 14:18:02
R53359,2022-05-15 19:45:50
R79176,2022-05-14 09:05:16
R66552,2022-05-14 22:49:27
R74630,2022-05-15 05:29:35
R48790,2022-05-14 08:44:09
R89229,2022-05-15 15:41:07
R84769,2022-05-15 20:34:18
R46289,2022-05-15 09:04:27
R50007,2022-05-14 13:06:46
R15407,2022-05-15 01:20:29
R58303,2022-05-15 22:04:16
R26881,2022-05-14 17:00:10
R39260,2022-05-15 01:33:19
R69524,2022-05-14 00:58:58
R85087,2022-05-15 21:29:27
R77685,2022-05-14 03:50:31
R37148,2022-05-15 08:13:33
R46123,2022-05-15 07:00:40
R31487,2022-05-15 07:43:21
R12583,2022-05-14 03:56:44
R63713,2022-05-14 18:20:01
R59279,2022-05-15 23:44:35
R40200,2022-05-14 21:01:13
R23889,2022-05-15 05:10:34
R82746,2022-05-14 10:47:44
R10992,2022-05-14 14:18:35
R88864,2022-05-15 00:33:29
R69147,2022-05-15 22:29:56
R50623,2022-05-14 09:57:38
R83310,2022-05-15 15:47:10
R77397,2022-05-14 12:04:58
R72973,2022-05-14 10:48:29
R37430,2022-05-14 09:14:28
R73880,2022-05-15 21:22:44
R14144,2022-05-14 13:43:29
R48143,2022-05-15 13:42:15
R60886,2022-05-14 19:58:50
R80071,2022-05-15 05:01:29
R55833,2022-05-15 23:31:32
R83026,2022-05-15 17:47:08
R47088,2022-05-14 18:17:52
R19480,2022-05-14 06:10:36
R38797,2022-05-15 19:00:56
R45688,2022-05-15 08:40:48
R29726,2022-05-15 16:16:52
R70737,2022-05-15 19:58:08
R82120,2022-05-15 03:12:21
R65737,2022-05-14 05:11:01
R24898,2022-05-15 03:23:34
R17063,2022-05-14 02:37:20
R22834,2022-05-15 22:49:57
R45515,2022-05-15 13:58:28
R18975,2022-05-14 10:09:03
R10805,2022-05-14 23:48:44
R75761,2022-05-14 23:07:08
R56452,2022-05-14 01:42:08
R22765,2022-05-14 14:39:49
R67894,2022-05-15 17:12:18
R84498,2022-05-15 02:25:15
R70531,2022-05-15 22:17:27
R49647,2022-05-14 07:56:13
R82559,2022-05-15 12:59:55
R49775,2022-05-15 18:22:57
R65515,2022-05-14 16:06:38
R59545,2022-05-14 00:50:27
R53723,2022-05-14 00:51:11
R40770,2022-05-14 00:35:50
R48781,2022-05-15 04:00:29
R88041,2022-05-15 07:59:53
R23921,2022-05-14 18:51:00
R28623,2022-05-14 16:43:14
R33706,2022-05-15 03:04:59
R74792,2022-05-14 00:20:58
R57206,2022-05-14 16:46:39
R79143,2022-05-14 03:47:02
R49083,2022-05-14 09:24:25
R43723,2022-05-15 19:22:28
R73273,2022-05-15 07:49:31
R20298,2022-05-14 22:14:23
R46702,2022-05-15 12:55:48
R73555,2022-05-14 15:04:22
R54752,2022-05-14 07:46:41
R67881,2022-05-14 07:14:54
R23893,2022-05-14 13:06:12
R87206,2022-05-15 07:09:14
R13296,2022-05-15 21:02:09
R15902,2022-05-14 17:48:46
R14923,2022-05-15 10:56:14
R34998,2022-05-14 23:55:15
R47855,2022-05-14 22:35:38
R40882,2022-05-15 03:41:36
R72848,2022-05-14 22:25:19
R79576,2022-05-14 12:13:04
R52418,2022-05-15 17:04:29
R25290,2022-05-14 13:34:29
R68539,2022-05-14 19:38:19
R65200,2022-05-14 02:56:33
R85697,2022-05-14 06:22:35
R64079,2022-05-14 01:59:20
R52024,2022-05-14 21:49:37
R63553,2022-05-15 07:12:47
R81522,2022-05-15 14:39:37
R48026,2022-05-15 11:36:24
R65581,2022-05-14 15:53:50
R62385,2022-05-15 19:50:47
R31248,2022-05-15 20:49:21
R78996,2022-05-14 11:08:00
R23831,2022-05-15 17:46:27
R86454,2022-05-14 13:54:41
R21275,2022-05-14 23:18:24
R25965,2022-05-14 03:13:56
R25121,2022-05-14 18:40:12
R20445,2022-05-15 15:32:17
R70882,2022-05-14 01:16:23
R49746,2022-05-14 06:51:07
R45402,2022-05-14 17:26:20
R40939,2022-05-14 08:37:49
R44435,2022-05-14 06:53:14
R46854,2022-05-14 03:34:13
R72210,2022-05-15 20:02:52
R76121,2022-05-15 00:09:26
R68969,2022-05-15 21:50:03
R64669,2022-05-15 23:15:54
R60154,2022-05-15 00:17:46
R71788,2022-05-14 07:21:06
R11879,2022-05-15 04:56:37
R33183,2022-05-15 10:19:34
R54141,2022-05-14 00:44:28
R20085,2022-05-15 13:19:41
R60355,2022-05-15 21:10:44
R50705,2022-05-15 04:24:30
R16326,2022-05-14 10:01:19
R30845,2022-05-14 05:25:49
R13632,2022-05-14 03:12:05
R36618,2022-05-15 04:40:38
R13692,2022-05-14 08:38:09
R11425,2022-05-15 08:19:55
R73581,2022-05-15 08:01:38
R83047,2022-05-14 09:47:03
R39692,2022-05-14 18:53:57
R45280,2022-05-14 21:35:25
R52837,2022-05-14 19:28:06
R41862,2022-05-14 11:43:28
R26588,2022-05-14 20:44:04
R63271,2022-05-14 09:02:19
R31399,2022-05-15 17:55:04
R21116,2022-05-14 13:02:40
R71285,2022-05-14 04:59:29
R60612,2022-05-14 07:55:18
R52818,2022-05-15 05:05:48
R78094,2022-05-15 15:36:51
R71408,2022-05-15 00:20:12
R75115,2022-05-14 14:25:24
R81787,2022-05-14 07:34:23
R43105,2022-05-15 07:58:43
R57968,2022-05-15 11:58:57
R59302,2022-05-14 18:28:32
R59707,2022-05-15 22:45:01
R28357,2022-05-15 11:50:38
R45478,2022-05-14 17:10:35
R40257,2022-05-15 08:39:10
R75933,2022-05-14 17:49:23
R15095,2022-05-15 00:44:55
R58006,2022-05-15 00:31:58
R83871,2022-05-15 02:41:05
R55797,2022-05-15 19:31:34
R68254,2022-05-14 09:11:33
R70757,2022-05-14 20:47:48
R49670,2022-05-15 18:29:29
R79553,2022-05-15 10:13:39
R62534,2022-05-14 16:11:20
R29032,2022-05-15 19:02:37
R89308,2022-05-14 03:22:57
R53705,2022-05-15 12:34:13
R10615,2022-05-15 16:16:43
R67449,2022-05-15 08:03:05
R24326,2022-05-15 06:25:57
R28235,2022-05-14 07:35:33
R28403,2022-05-15 02:32:47
R78159,2022-05-14 13:27:40
R50155,2022-05-14 02:56:38
R75531,2022-05-15 11:48:50
R69185,2022-05-14 22:19:38
R10866,2022-05-15 04:22:55
R81262,2022-05-14 08:51:06
R14096,2022-05-14 04:10:05
R71744,2022-05-15 11:23:24
R45081,2022-05-15 14:28:45
R89893,2022-05-14 17:06:19
R86299,2022-05-15 04:20:41
R29898,2022-05-15 14:06:03
R70616,2022-05-14 11:31:12
R72336,2022-05-15 12:50:28
R46717,2022-05-14 14:39:53
R80943,2022-05-15 07:23:35
R19597,2022-05-15 20:01:32
R68965,2022-05-15 04:33:30
R28408,2022-05-15 06:21:12
R31684,2022-05-15 21:24:30
R65704,2022-05-15 12:24:45
R32187,2022-05-15 17:25:45
R69341,2022-05-14 19:51:48
R67604,2022-05-15 21:34:26
R75161,2022-05-14 17:21:21
R27604,2022-05-15 11:34:04
R43301,2022-05-15 02:54:22
R23615,2022-05-15 20:22:56
R88537,2022-05-14 10:47:14
R81231,2022-05-15 05:17:57
R56884,2022-05-15 22:55:48
R80133,2022-05-14 10:20:29
R13181,2022-05-15 03:17:43
R58752,2022-05-14 15:25:35
R57854,2022-05-15 03:17:13
R12279,2022-05-14 03:31:01
R61557,2022-05-14 23:09:24
R13045,2022-05-14 18:07:37
R60272,2022-05-15 22:49:01
R50886,2022-05-15 19:50:31
R14268,2022-05-14 18:28:11
R40045,2022-05-14 12:53:41
R40126,2022-05-15 10:05:00
R49081,2022-05-15 22:33:37
R58382,2022-05-14 01:35:30
R20384,2022-05-14 08:11:55
R73969,2022-05-15 10:42:40
R77758,2022-05-15 21:00:19
R67469,2022-05-14 16:45:04
R37912,2022-05-14 22:53:41
R41936,2022-05-15 15:19:01
R35136,2022-05-15 11:43:13
R42118,2022-05-14 21:29:15
R25452,2022-05-15 21:24:53
R69228,2022-05-15 21:43:02
R10821,2022-05-14 01:28:39
R27784,2022-05-15 14:01:22
R15080,2022-05-14 04:59:51
R25095,2022-05-15 11:16:10
R24925,2022-05-15 22:40:47
R84023,2022-05-15 06:59:17
R37729,2022-05-14 05:06:39
R65794,2022-05-15 10:14:16
R82380,2022-05-14 05:58:15
R64695,2022-05-15 15:14:25
R51072,2022-05-14 07:47:34
R50924,2022-05-15 12:20:37
R10027,2022-05-15 03:35:56
R71581,2022-05-14 14:01:50
R12644,2022-05-15 04:22:13
R68025,2022-05-15 23:42:09
R34125,2022-05-15 10:12:08
R22503,2022-05-15 14:04:04
R65132,2022-05-15 01:55:56
R55434,2022-05-15 17:57:05
R45291,2022-05-14 22:02:18
R30100,2022-05-15 10:37:52
R47701,2022-05-14 07:20:53
R20691,2022-05-14 13:51:31
R37279,2022-05-15 23:46:47
R57152,2022-05-14 12:22:08
R46519,2022-05-15 14:29:30
R20860,2022-05-15 19:21:40
R34415,2022-05-14 02:51:16
R31767,2022-05-14 07:45:45
R62430,2022-05-14 06:57:16
R28303,2022-05-15 15:36:13
R81240,2022-05-14 21:46:24
R52064,2022-05-15 17:03:16
R24112,2022-05-15 10:03:57
R17845,2022-05-14 01:58:22
R36711,2022-05-14 21:34:34
R17724,2022-05-15 08:08:43
R85860,2022-05-15 04:26:09
R87821,2022-05-15 23:59:27
R35436,2022-05-15 04:16:33
R78659,2022-05-14 05:15:02
R51902,2022-05-15 11:23:46
R44403,2022-05-14 17:02:20
R61523,2022-05-15 20:47:53
R66180,2022-05-14 04:07:18
R15144,2022-05-14 20:28:36
R71741,2022-05-14 03:53:59
R12979,2022-05-14 21:39:21
R57368,2022-05-14 16:54:22
R22282,2022-05-15 12:05:33
R44718,2022-05-15 21:29:49
R62024,2022-05-14 09:45:44
R56754,2022-05-14 03:27:59
R16901,2022-05-14 12:40:56
R38187,2022-05-15 07:09:44
R37426,2022-05-15 09:34:14
R53340,2022-05-14 04:35:01
R77710,2022-05-14 10:21:24
R34955,2022-05-14 07:15:13
R80422,2022-05-15 21:36:52
R82700,2022-05-15 23:36:24
R21416,2022-05-15 06:06:45
R67788,2022-05-15 13:24:38
R81106,2022-05-15 11:11:12
R79032,2022-05-14 10:05:00
R23116,2022-05-14 00:28:41
R83901,2022-05-15 19:56:04
R34450,2022-05-15 19:49:52
R49052,2022-05-14 13:39:33
R42069,2022-05-15 17:43:54
R33346,2022-05-14 02:58:00
R32080,2022-05-15 17:10:44
R72586,2022-05-14 19:13:14
R25769,2022-05-14 05:47:27
R78702,2022-05-15 21:39:39
R15388,2022-05-14 16:18:44
R73392,2022-05-15 12:46:50
R84082,2022-05-15 18:46:30
R53792,2022-05-14 06:13:14
R35206,2022-05-15 04:28:33
R50514,2022-05-15 14:57:06
R72448,2022-05-15 22:58:08
R27563,2022-05-14 14:57:26
R39229,2022-05-14 03:59:13
R41402,2022-05-14 06:50:51
R30747,2022-05-14 14:59:59
R84048,2022-05-15 00:11:05
R40981,2022-05-15 15:53:18
R58448,2022-05-15 19:31:45
R37166,2022-05-14 10:46:07
R16455,2022-05-15 13:23:54
R66678,2022-05-14 10:48:43
R73247,2022-05-14 18:02:01
R82159,2022-05-15 22:51:24
R34062,2022-05-14 09:14:38
R31499,2022-05-15 18:27:38
R35226,2022-05-14 22:38:41
R59629,2022-05-15 04:08:33
R30549,2022-05-14 12:13:02
R68228,2022-05-15 03:00:51
R63786,2022-05-15 23:54:21
R39879,2022-05-14 11:27:49
R55178,2022-05-14 17:26:27
R49129,2022-05-14 12:01:34
R34228,2022-05-14 03:32:46
R30599,2022-05-14 21:43:16
R70756,2022-05-15 04:02:33
R28936,2022-05-14 13:36:51
R62806,2022-05-15 17:17:33
R63440,2022-05-15 00:11:02
R60812,2022-05-15 14:23:41
R52217,2022-05-15 18:36:49
R85993,2022-05-15 10:13:29
R40855,2022-05-14 04:18:07
R47898,2022-05-15 22:00:16
R58527,2022-05-14 05:40:28
R16698,2022-05-14 05:55:59
R44792,2022-05-15 04:29:23
R65018,2022-05-15 06:03:16
R16568,2022-05-14 05:15:42
R77268,2022-05-15 10:24:18
R72838,2022-05-15 20:25:12
R82180,2022-05-14 13:20:44
R14305,2022-05-15 23:45:56
R82824,2022-05-14 05:17:52
R22878,2022-05-14 09:45:21
R23395,2022-05-14 16:14:25
R26332,2022-05-15 01:56:18
R30925,2022-05-14 15:38:15
R18012,2022-05-15 22:41:48
R65447,2022-05-14 19:55:51
R35967,2022-05-14 07:49:35
R66147,2022-05-14 16:58:45
R60723,2022-05-14 17:33:35
R21229,2022-05-15 11:51:47
R39202,2022-05-15 05:38:51
R29513,2022-05-14 13:17:57
R12219,2022-05-15 01:24:18
R86068,2022-05-14 02:41:02
R34043,2022-05-14 20:56:28
R41758,2022-05-15 10:22:14
R88503,2022-05-15 16:59:03
R14496,2022-05-15 04:03:06
R10266,2022-05-14 18:21:36
R35294,2022-05-15 00:41:38
R74457,2022-05-14 02:34:26
R77048,2022-05-14 10:00:51
R14529,2022-05-15 23:06:47
R45553,2022-05-14 08:54:57
R29214,2022-05-14 10:56:41
R67541,2022-05-14 16:27:52
R32254,2022-05-15 22:21:52
R50107,2022-05-14 23:22:18
R85199,2022-05-14 01:30:27
R13460,2022-05-15 23:03:52
R30126,2022-05-15 10:04:47
R30783,2022-05-15 13:53:54
R76784,2022-05-14 13:25:55
R38596,2022-05-15 03:12:54
R82281,2022-05-14 23:48:20
R20583,2022-05-15 02:47:47
R81662,2022-05-15 07:45:59
R41351,2022-05-14 03:05:27
R10596,2022-05-14 23:54:09
R51598,2022-05-14 23:57:07
R12294,2022-05-14 07:42:28
R82762,2022-05-14 04:55:09
R10612,2022-05-14 22:30:00
R47435,2022-05-15 06:20:14
R31880,2022-05-15 09:02:48
R23486,2022-05-15 16:27:14
R17538,2022-05-14 15:40:30
R41932,2022-05-14 21:00:12
R10981,2022-05-15 20:28:16
R24666,2022-05-15 19:50:23
R78259,2022-05-15 09:41:08
R32039,2022-05-15 18:10:45
R32633,2022-05-15 04:55:45
R43446,2022-05-14 19:49:29
R28455,2022-05-15 19:25:56
R54582,2022-05-15 08:59:21
R79822,2022-05-14 04:12:03
R25417,2022-05-14 20:16:28
R72938,2022-05-15 13:30:59
R35911,2022-05-14 04:35:51
R62902,2022-05-15 03:40:39
R61205,2022-05-14 01:39:07
R15937,2022-05-14 23:30:12
R45540,2022-05-15 10:21:28
R84793,2022-05-15 17:46:02
R69384,2022-05-15 19:07:24
R66596,2022-05-15 01:34:35
R62315,2022-05-15 18:41:41
R50298,2022-05-15 15:00:42
R84510,2022-05-14 06:50:37
R83134,2022-05-14 12:16:53
R29294,2022-05-14 21:39:55
R62899,2022-05-15 22:38:22
R75578,2022-05-15 12:57:51
R51219,2022-05-14 14:23:23
R80524,2022-05-14 23:12:31
R55129,2022-05-15 20:10:18
R72755,2022-05-14 04:10:27
R31209,2022-05-15 23:52:32
R30949,2022-05-15 08:05:59
R68010,2022-05-14 07:14:30
R74095,2022-05-14 10:04:13
R30737,2022-05-15 09:39:10
R77014,2022-05-14 16:35:23
R56667,2022-05-14 06:46:16
R39387,2022-05-15 10:44:08
R24275,2022-05-14 15:13:34
R47202,2022-05-14 23:23:56
R13439,2022-05-14 01:14:57
R58155,2022-05-14 17:43:05
R31163,2022-05-15 18:44:07
R22841,2022-05-15 09:04:45
R53357,2022-05-15 13:41:58
R82828,2022-05-14 11:36:22
R76128,2022-05-15 17:43:13
R14463,2022-05-15 06:38:45
R68234,2022-05-15 21:53:57
R72852,2022-05-15 16:56:05
R71718,2022-05-14 11:31:05
R68481,2022-05-14 16:31:34
R68349,2022-05-15 17:48:29
R48474,2022-05-14 17:41:08
R48537,2022-05-14 17:04:06
R21217,2022-05-15 15:40:24
R71862,2022-05-14 02:52:16
R11576,2022-05-14 01:39:39
R48578,2022-05-15 13:05:58
R74947,2022-05-15 02:40:35
R80182,2022-05-15 09:59:32
R71714,2022-05-14 05:16:29
R63953,2022-05-15 23:57:20
R18001,2022-05-14 04:17:30
R15965,2022-05-15 05:22:36
R21807,2022-05-15 13:13:51
R40907,2022-05-14 21:01:09
R60090,2022-05-15 08:15:36
R34421,2022-05-14 11:13:34
R49273,2022-05-14 22:02:38
R11535,2022-05-14 22:52:19
R46543,2022-05-15 07:43:50
R71814,2022-05-15 03:04:09
R19640,2022-05-14 20:41:29
R76220,2022-05-15 11:56:40
R69218,2022-05-14 21:49:10
R53262,2022-05-14 23:10:25
R68968,2022-05-15 21:07:05
R77888,2022-05-14 18:49:42
R12799,2022-05-14 19:12:40
R82218,2022-05-14 19:48:00
R63336,2022-05-15 05:08:20
R39906,2022-05-14 22:49:52
R84359,2022-05-14 20:46:23
R42349,2022-05-15 15:27:04
R75868,2022-05-14 18:31:50
R13138,2022-05-15 11:43:03
R42732,2022-05-15 13:27:49
R36064,2022-05-14 12:04:33
R52692,2022-05-14 09:45:32
R41480,2022-05-15 11:45:10
R51615,2022-05-14 06:23:42
R59583,2022-05-14 06:28:56
R81001,2022-05-15 11:48:56
R78745,2022-05-15 22:41:11
R23906,2022-05-14 11:17:23
R48744,2022-05-14 18:32:50
R61819,2022-05-14 10:29:40
R85794,2022-05-14 10:31:18
R67631,2022-05-15 05:56:51
R62537,2022-05-14 05:41:42
R51283,2022-05-15 06:38:08
R57484,2022-05-15 03:59:46
R18472,2022-05-15 02:31:02
R31319,2022-05-14 03:58:40
R22514,2022-05-14 19:55:44
R15869,2022-05-15 12:37:41
R53813,2022-05-15 01:05:45
R83688,2022-05-14 15:47:53
R65175,2022-05-14 09:39:29
R67104,2022-05-14 22:19:19
R51419,2022-05-14 15:45:59
R24308,2022-05-14 15:26:32
R87962,2022-05-15 00:10:52
R20201,2022-05-14 08:23:30
R48703,2022-05-15 17:37:21
R24495,2022-05-15 05:29:04
R79816,2022-05-15 14:40:37
R13115,2022-05-14 16:41:34
R78363,2022-05-15 23:36:56
R89754,2022-05-14 18:32:51
R41767,2022-05-14 05:51:11
R30883,2022-05-15 12:06:44
R24142,2022-05-14 17:42:59
R32936,2022-05-14 19:13:24
R77262,2022-05-15 09:29:14
R10272,2022-05-15 11:50:46
R23875,2022-05-14 17:50:18
R71293,2022-05-15 16:09:55
R86505,2022-05-15 00:00:20
R74798,2022-05-14 13:34:35
R64489,2022-05-14 06:07:16
R72895,2022-05-15 20:35:27
R30031,2022-05-14 18:34:37
R31905,2022-05-15 02:12:20
R81872,2022-05-14 00:42:20
R42916,2022-05-14 06:36:16
R36651,2022-05-15 02:01:58
R69232,2022-05-14 18:35:12
R88943,2022-05-15 00:41:21
R48224,2022-05-15 00:37:47
R17877,2022-05-14 17:57:44
R31415,2022-05-15 22:00:24
R43817,2022-05-14 05:05:00
R32079,2022-05-15 08:32:54
R14577,2022-05-14 23:56:14
R72333,2022-05-14 16:22:48
R83982,2022-05-14 12:25:26
R51813,2022-05-14 18:57:02
R45019,2022-05-15 02:42:36
R26980,2022-05-15 09:04:35
R19845,2022-05-15 12:09:56
R57027,2022-05-15 21:14:42
R48806,2022-05-15 03:19:52
R23533,2022-05-14 15:26:59
R79336,2022-05-15 20:24:48
R39858,2022-05-15 10:41:28
R18451,2022-05-14 22:59:34
R14917,2022-05-14 03:12:43
R27934,2022-05-15 04:22:40
R12856,2022-05-15 01:40:40
R89050,2022-05-14 03:50:43
R49248,2022-05-15 02:02:17
R17218,2022-05-14 11:44:27
R59961,2022-05-15 21:15:21
R75132,2022-05-15 02:05:59
R25651,2022-05-14 21:25:49
R46770,2022-05-15 22:42:07
R68183,2022-05-15 03:07:02
R51187,2022-05-14 12:12:46
R82509,2022-05-14 10:58:43
R45614,2022-05-14 17:09:18
R35968,2022-05-14 13:30:23
R66647,2022-05-15 20:47:07
R18502,2022-05-15 04:44:24
R30740,2022-05-15 18:11:43
R10413,2022-05-14 22:41:57
R42793,2022-05-14 16:54:59
R58850,2022-05-15 20:56:58
R60308,2022-05-15 06:16:06
R10085,2022-05-14 17:48:50
R84213,2022-05-15 14:42:55
R88668,2022-05-14 01:24:02
R63733,2022-05-15 19:38:22
R22988,2022-05-15 01:41:59
R36842,2022-05-15 02:48:41
R13660,2022-05-14 13:35:42
R56845,2022-05-14 00:16:07
R40334,2022-05-14 03:47:54
R63545,2022-05-15 16:08:57
R28706,2022-05-14 11:36:01
R45734,2022-05-15 23:03:07
R25083,2022-05-14 19:43:38
R27806,2022-05-15 19:23:05
R14012,2022-05-15 17:29:48
R42405,2022-05-14 13:20:33
R49274,2022-05-14 09:16:47
R48006,2022-05-15 02:21:49
R55637,2022-05-15 20:00:28
R44373,2022-05-14 22:52:38
R84841,2022-05-14 01:21:40
R28807,2022-05-15 02:44:58
R13300,2022-05-15 05:55:04
R69931,2022-05-15 08:01:21
R26587,2022-05-14 16:53:17
R79925,2022-05-15 11:10:11
R82604,2022-05-14 21:09:42
R36103,2022-05-14 07:42:16
R87192,2022-05-15 02:42:18
R53463,2022-05-15 21:27:53
R36909,2022-05-15 02:43:34
R45137,2022-05-14 07:23:54
R54575,2022-05-15 02:39:48
R27332,2022-05-15 21:10:55
R36966,2022-05-14 22:02:19
R64024,2022-05-15 03:21:54
R66551,2022-05-14 06:20:38
R52652,2022-05-15 00:21:34
R69377,2022-05-14 07:10:25
R70899,2022-05-15 15:07:15
R30443,2022-05-14 13:53:43
R34996,2022-05-15 01:09:32
R23093,2022-05-14 09:57:51
R68774,2022-05-15 20:12:15
R16834,2022-05-14 02:14:22
R74237,2022-05-15 09:14:19
R70228,2022-05-14 01:29:17
R54429,2022-05-15 22:27:12
R33612,2022-05-15 04:58:07
R47738,2022-05-14 17:44:45
R74059,2022-05-15 11:32:39
R22002,2022-05-14 18:02:48
R65910,2022-05-15 15:23:29
R44700,2022-05-14 07:14:49
R43546,2022-05-14 13:52:30
R46344,2022-05-14 07:53:21
R45431,2022-05-14 16:57:54
R39418,2022-05-14 21:02:29
R26542,2022-05-14 07:24:41
R25532,2022-05-15 16:36:52
R86186,2022-05-15 07:30:45
R74981,2022-05-15 05:12:17
R68076,2022-05-15 15:12:04
R60141,2022-05-15 19:02:18
R72288,2022-05-14 01:03:55
R87321,2022-05-15 10:57:59
R58553,2022-05-15 13:43:21
R27171,2022-05-14 22:11:34
R78449,2022-05-14 09:16:09
R57591,2022-05-14 03:24:16
R61461,2022-05-15 06:34:00
R82839,2022-05-14 08:50:13
R77830,2022-05-15 18:34:40
R57115,2022-05-15 02:41:53
R14013,2022-05-14 15:32:03
R68432,2022-05-14 05:49:43
R78952,2022-05-15 12:39:44
R61547,2022-05-15 14:35:13
R19938,2022-05-14 05:47:46
R52317,2022-05-14 03:20:01
R51262,2022-05-15 21:43:29
R58179,2022-05-15 02:22:11
R75563,2022-05-14 01:37:01
R51904,2022-05-15 04:41:32
R69540,2022-05-14 08:46:57
R65446,2022-05-14 12:42:53
R60243,2022-05-15 20:03:18
R35926,2022-05-15 17:38:23
R50360,2022-05-14 10:27:52
R57987,2022-05-15 11:22:16
R16650,2022-05-15 01:50:14
R22048,2022-05-15 02:12:18
R61430,2022-05-15 13:23:39
R53832,2022-05-14 21:51:16
R23862,2022-05-15 12:49:36
R82072,2022-05-15 23:27:14
R15452,2022-05-14 07:43:41
R67313,2022-05-14 13:45:18
R14084,2022-05-14 14:16:35
R19746,2022-05-15 04:30:36
R48089,2022-05-15 00:18:06
R47125,2022-05-15 21:42:52
R35781,2022-05-14 11:41:32
R56061,2022-05-15 05:20:10
R69424,2022-05-14 15:49:39
R22644,2022-05-15 17:23:15
R79503,2022-05-15 02:36:46
R31917,2022-05-14 07:34:15
R26278,2022-05-15 00:37:47
R11291,2022-05-15 22:48:22
R70562,2022-05-15 10:19:16
R11379,2022-05-14 21:23:42
R65692,2022-05-14 04:33:24
R36445,2022-05-14 17:18:23
R55068,2022-05-14 12:40:50
R68247,2022-05-15 06:31:36
R76460,2022-05-14 15:01:19
R15652,2022-05-15 19:05:20
R64103,2022-05-14 00:16:46
R35907,2022-05-14 05:22:05
R42753,2022-05-14 07:07:31
R59873,2022-05-14 11:17:48
R75134,2022-05-15 20:39:01
R85025,2022-05-15 03:05:22
R58383,2022-05-14 00:50:51
R11253,2022-05-14 06:56:26
R30856,2022-05-14 03:08:06
R81949,2022-05-14 02:45:44
R45999,2022-05-15 20:57:50
R15180,2022-05-14 11:12:17
R51923,2022-05-15 04:50:52
R77748,2022-05-15 19:48:19
R34523,2022-05-15 22:35:20
R56127,2022-05-14 02:43:38
R80269,2022-05-14 00:11:34
R16349,2022-05-15 15:58:28
R57041,2022-05-15 04:59:07
R32177,2022-05-14 13:29:22
R36553,2022-05-15 16:56:05
R35280,2022-05-14 22:16:39
R36865,2022-05-15 12:05:47
R15806,2022-05-15 19:52:00
